Client_ID;Nom_Client;Genre;Age;Region;Type_Pret;Revenu_Mensuel_CFA;Montant_Pret_CFA;Duree_Mois;Taux_Interet;Garantie;Date_Debut;Ratio_Remboursement;Paiements_Manques;Score_Credit;Statut_Pret
CLI02457;William Brunel;Femme;42;Yamoussoukro;Immobilier;943440;2426561;18;7,52;Non;2023-02-17;0,43;14;466;DÇfaut
CLI02458;Luce Cousin;Femme;48;BouakÇ;SantÇ;90436;1503432;18;16,67;Non;2023-11-12;0,57;2;663;En retard
CLI02459;Jacques Potier;Homme;58;Daloa;Agriculture;827863;2126324;24;20,01;Non;2025-03-30;0,8;0;781;Actif
CLI02460;Henri ChrÇtien;Femme;63;Yamoussoukro;SantÇ;836071;1537693;36;14,44;Oui;2023-07-27;0,36;12;547;DÇfaut
CLI02461;Sylvie Colin;Homme;45;BouakÇ;Immobilier;927845;3161555;18;16,25;Non;2023-11-26;0,17;13;504;DÇfaut
CLI02462;Louis-êdouard Boulay;Homme;61;San Pedro;Immobilier;1151428;558170;36;23,32;Non;2024-04-25;0,56;1;819;En retard
CLI02463;Jules Perrin;Homme;36;San Pedro;Transport;927920;4928855;18;8,19;Non;2023-10-01;1,07;0;762;SoldÇ
CLI02464;RÇmy-Henri Merle;Femme;63;BouakÇ;SantÇ;569318;2885885;12;16,22;Non;2022-02-26;0,87;0;678;Actif
CLI02465;Thomas ClÇment;Femme;36;San Pedro;Education;403162;2479643;12;22,55;Non;2022-08-09;0,88;0;750;Actif
CLI02466;FrÇdÇrique Andre;Homme;40;BouakÇ;SantÇ;296547;2891680;24;6,64;Non;2022-04-29;0,81;0;736;Actif
CLI02467;Christine-OcÇane Rousseau;Homme;41;Daloa;Education;649279;1832600;18;13,22;Oui;2024-03-26;0,46;4;636;En retard
CLI02468;êmile Blot;Homme;47;Korhogo;Education;292374;3349209;36;7,94;Oui;2023-10-13;0,72;5;597;En retard
CLI02469;Aurore PrÇvost;Homme;47;Korhogo;SantÇ;281707;3023632;12;18,48;Non;2022-10-27;0,65;1;705;En retard
CLI02470;Arthur Coste du Petit;Homme;65;BouakÇ;Transport;1048684;791422;6;9,9;Non;2023-11-01;0,65;2;748;En retard
CLI02471;Juliette Legros de la Charles;Homme;51;Korhogo;SantÇ;428224;84115;6;10,48;Non;2026-01-21;0,77;0;784;Actif
CLI02472;Franck LabbÇ;Homme;56;San Pedro;Agriculture;373471;3293014;18;16,48;Non;2024-09-22;0,23;7;658;DÇfaut
CLI02473;Laurence Schmitt;Femme;49;San Pedro;SantÇ;912276;1593030;18;17,85;Oui;2025-05-06;1,02;0;743;SoldÇ
CLI02474;Julien Lacroix de Riou;Femme;43;Abidjan;Agriculture;930310;1770627;12;16,96;Non;2021-11-27;0,61;5;620;En retard
CLI02475;Laetitia Simon;Femme;57;Daloa;Immobilier;630008;4291507;6;24,87;Non;2022-12-23;0,22;12;492;DÇfaut
CLI02476;RenÇ du Jourdan;Femme;26;BouakÇ;Immobilier;939828;3837438;6;13,23;Oui;2023-12-24;1,08;0;784;SoldÇ
CLI02477;Danielle Ferrand;Homme;59;Abidjan;Transport;312652;325662;6;24,12;Oui;2024-09-21;0,22;11;498;DÇfaut
CLI02478;Vincent Langlois Le Pascal;Homme;57;Yamoussoukro;Immobilier;650653;4958184;6;20,23;Oui;2022-10-23;0,19;9;593;DÇfaut
CLI02479;Henri Martinez;Homme;51;Abidjan;Education;959256;4093570;12;24,14;Non;2024-05-11;0,4;7;561;DÇfaut
CLI02480;Colette-Alice Le Roux;Femme;26;Korhogo;Commerce;210183;646923;24;14,87;Non;2026-01-04;0,34;7;602;DÇfaut
CLI02481;Laurent Masson;Homme;46;Abidjan;Commerce;101856;2423353;36;18,09;Oui;2024-06-04;0,75;0;661;Actif
CLI02482;Marcel Nguyen-Lenoir;Femme;62;San Pedro;Commerce;418794;374240;12;15,59;Non;2024-11-28;1,01;0;806;SoldÇ
CLI02483;Henri GrÇgoire;Femme;55;BouakÇ;Immobilier;149164;656946;36;17,04;Oui;2023-01-01;0,37;8;628;DÇfaut
CLI02484;Michelle Carpentier-Navarro;Femme;40;Daloa;Transport;627635;1358088;6;9,19;Oui;2022-04-29;0,32;12;478;DÇfaut
CLI02485;FrÇdÇric Bouvier Le Andre;Homme;52;Daloa;Commerce;289063;1773094;36;12,64;Oui;2021-07-09;0,19;13;429;DÇfaut
CLI02486;FrÇdÇric Hernandez;Femme;28;Yamoussoukro;Transport;506305;1184404;6;16,66;Oui;2022-04-07;0,44;6;653;DÇfaut
CLI02487;Marthe du Dufour;Homme;31;Daloa;Immobilier;1172101;4711091;6;10,79;Non;2025-12-15;0,23;14;474;DÇfaut
CLI02488;Thibault Rousset;Femme;29;San Pedro;Transport;1096235;679841;36;9,26;Non;2022-05-29;0,58;5;701;En retard
CLI02489;Marie Thibault;Femme;48;Daloa;Transport;473262;651862;12;16,08;Oui;2022-07-09;1,16;0;741;SoldÇ
CLI02490;AimÇ Marie;Femme;60;BouakÇ;SantÇ;313200;3228869;6;20,65;Oui;2023-06-09;1,2;0;622;SoldÇ
CLI02491;Martin de Raynaud;Homme;28;Yamoussoukro;Commerce;810545;2432019;6;6,52;Oui;2026-05-13;0,36;11;536;DÇfaut
CLI02492;Susan Lejeune;Femme;59;BouakÇ;Immobilier;988785;1606473;24;6,33;Non;2024-01-22;0,7;3;695;En retard
CLI02493;Lorraine Voisin;Homme;62;San Pedro;SantÇ;1121966;2666305;6;5,04;Non;2024-01-30;0,8;0;765;Actif
CLI02494;Arthur Blondel;Homme;50;Korhogo;Education;658640;4417079;36;23,3;Non;2023-04-29;0,49;4;699;En retard
CLI02495;FrÇdÇrique Mary-Lecoq;Homme;24;San Pedro;Transport;144226;3147445;6;16,82;Non;2021-12-20;0,79;0;632;Actif
CLI02496;AimÇ Valette;Femme;63;San Pedro;SantÇ;922825;1796568;18;12,28;Oui;2022-04-11;0,66;2;766;En retard
CLI02497;êlise Petitjean du Collet;Homme;50;Yamoussoukro;Commerce;407286;3319177;24;7,67;Non;2025-08-08;0,82;0;696;Actif
CLI02498;Anne Bourgeois de Fischer;Femme;45;BouakÇ;Commerce;96766;4046424;6;18,27;Oui;2021-07-08;0,19;10;458;DÇfaut
CLI02499;Colette Martins;Femme;53;Abidjan;Commerce;962857;1560223;18;5,81;Non;2025-10-01;0,87;0;812;Actif
CLI02500;Suzanne Toussaint;Homme;61;San Pedro;Agriculture;943712;3482434;36;16,99;Oui;2024-09-04;0,84;0;773;Actif
CLI02501;Inäs Carlier;Homme;21;Yamoussoukro;SantÇ;1069252;3469564;12;8,84;Oui;2025-04-09;0,89;0;795;Actif
CLI02502;Suzanne Marie;Homme;29;Abidjan;Education;561020;1248104;36;7,96;Non;2025-03-20;0,29;8;622;DÇfaut
CLI02503;Agnäs David;Femme;51;Abidjan;Commerce;765227;1354803;36;8,85;Non;2025-10-15;1,2;0;749;SoldÇ
CLI02504;Jacques Arnaud du Deschamps;Femme;26;Yamoussoukro;Commerce;161817;4699342;18;14,05;Oui;2021-08-26;0,98;0;644;Actif
CLI02505;Thibaut Renault;Homme;36;BouakÇ;Agriculture;807773;299152;18;8,88;Non;2022-11-15;1,16;0;734;SoldÇ
CLI02506;Xavier Lemonnier;Homme;21;San Pedro;Education;995785;2476558;6;17,79;Non;2024-05-28;1,13;0;741;SoldÇ
CLI02507;Laure Bertin de la Marion;Homme;59;Abidjan;Commerce;1053836;4447231;12;5,58;Oui;2026-03-13;1,12;0;850;SoldÇ
CLI02508;Chantal Thomas;Femme;27;Korhogo;Commerce;683347;2813445;12;11,03;Oui;2025-06-07;0,77;0;789;Actif
CLI02509;Jeanne Mathieu;Femme;39;BouakÇ;Commerce;1064677;4711299;24;21;Oui;2023-10-20;0,42;8;545;DÇfaut
CLI02510;Pierre Guillou;Homme;22;Daloa;Agriculture;888506;1912380;18;14,95;Oui;2022-03-14;1,1;0;716;SoldÇ
CLI02511;RÇmy Tessier;Femme;56;Yamoussoukro;Agriculture;322029;1273973;6;9,44;Non;2025-01-09;0,83;0;738;Actif
CLI02512;Daniel Vincent-Girard;Femme;59;Yamoussoukro;Education;108816;2725433;18;16,05;Non;2023-08-28;1,15;0;705;SoldÇ
CLI02513;êlÇonore Hardy;Femme;65;San Pedro;Education;123737;4619536;18;8,73;Oui;2024-12-31;1,08;0;688;SoldÇ
CLI02514;Augustin Weber;Femme;57;Abidjan;Transport;182422;2550118;18;22,88;Non;2024-11-21;0,67;5;582;En retard
CLI02515;AimÇ-Michel Bigot;Homme;24;San Pedro;Commerce;894758;2831322;24;14,19;Non;2025-10-30;0,36;10;556;DÇfaut
CLI02516;Tristan Nguyen;Homme;46;Daloa;Education;747622;1257134;24;13,29;Non;2022-06-16;1,12;0;775;SoldÇ
CLI02517;Matthieu du Da Silva;Homme;40;San Pedro;SantÇ;202864;1224517;18;9,4;Oui;2021-07-03;0,12;10;511;DÇfaut
CLI02518;Paulette Chartier;Femme;60;Yamoussoukro;Commerce;417073;3386733;18;10,39;Oui;2022-12-07;0,61;4;539;En retard
CLI02519;Gilles Martel;Femme;64;Abidjan;Immobilier;466265;2066523;12;23,02;Oui;2024-08-13;0,29;10;516;DÇfaut
CLI02520;Laure GrÇgoire;Homme;50;Yamoussoukro;Education;344281;2632132;6;19,4;Oui;2025-09-19;0,48;4;594;En retard
CLI02521;CÇlina Da Silva;Femme;41;Abidjan;Agriculture;1041619;2413814;36;23,56;Non;2021-07-27;0,52;4;707;En retard
CLI02522;Antoine Lagarde;Femme;31;Daloa;Agriculture;853686;3843147;6;9,78;Oui;2023-07-03;0,94;0;850;Actif
CLI02523;William-ThÇophile Leroux;Femme;64;Daloa;Education;690515;3060137;12;23,62;Non;2024-01-10;1,03;0;753;SoldÇ
CLI02524;Richard Boyer-Pruvost;Homme;54;Korhogo;Transport;891335;1948843;6;10,59;Oui;2025-09-06;1,1;0;757;SoldÇ
CLI02525;Denis Evrard;Femme;32;BouakÇ;Commerce;270098;3762981;12;6,98;Oui;2024-09-30;0,43;8;566;DÇfaut
CLI02526;Roland Becker de la Millet;Femme;26;Daloa;Agriculture;934108;3942404;36;23,55;Non;2025-10-24;0,29;7;633;DÇfaut
CLI02527;AdÇlaãde Blanchard-Charrier;Homme;46;BouakÇ;Agriculture;882055;1810903;24;22,17;Non;2024-01-13;1,02;0;786;SoldÇ
CLI02528;FrÇdÇric Weiss;Femme;23;Abidjan;Agriculture;531828;1065944;12;16,73;Non;2025-05-18;0,65;3;706;En retard
CLI02529;Noâl Bertrand;Homme;23;Yamoussoukro;Education;956581;848760;36;5,97;Oui;2022-11-23;0,73;2;829;En retard
CLI02530;êlisabeth Joly;Homme;52;Daloa;Education;1101760;760956;36;6,24;Oui;2022-11-28;0,16;6;637;DÇfaut
CLI02531;Roland-GrÇgoire Noâl;Femme;48;Abidjan;Education;288561;3210683;12;8,68;Non;2022-04-04;0,47;3;655;En retard
CLI02532;Valentine Besnard;Femme;43;BouakÇ;Commerce;728238;70613;24;16,59;Oui;2025-05-31;0,78;0;735;Actif
CLI02533;Alphonse Daniel Le Boulay;Femme;43;Korhogo;Commerce;535491;1196860;12;6,66;Non;2022-02-22;0,52;4;683;En retard
CLI02534;Jeanne êtienne;Femme;42;Abidjan;SantÇ;870300;2479553;24;19,68;Non;2024-02-03;1,02;0;725;SoldÇ
CLI02535;Louise-Chantal Dupont;Homme;60;Abidjan;SantÇ;700145;3009029;12;18,55;Oui;2025-02-28;0,87;0;723;Actif
CLI02536;ZoÇ Maurice-Devaux;Femme;52;Abidjan;Agriculture;977388;3579256;24;11,8;Non;2022-12-04;0,48;4;670;En retard
CLI02537;JosÇphine Pineau-Schmitt;Homme;57;Korhogo;Commerce;415798;4695395;6;21,43;Non;2024-09-30;0,81;0;733;Actif
CLI02538;Audrey Delannoy Le Daniel;Femme;63;San Pedro;SantÇ;235564;552260;12;7,64;Non;2023-04-20;0,18;7;614;DÇfaut
CLI02539;Eugäne Pinto;Femme;22;Daloa;Transport;890301;4058272;24;9,09;Oui;2022-05-07;0,37;8;538;DÇfaut
CLI02540;OcÇane Rolland;Homme;55;Daloa;Education;826031;4963826;12;6,43;Non;2024-07-14;0,25;14;455;DÇfaut
CLI02541;PÇnÇlope Ribeiro du Hamon;Femme;47;BouakÇ;Commerce;542779;4227360;6;6,66;Non;2024-12-19;1,03;0;683;SoldÇ
CLI02542;Franáoise Besnard-Barbe;Homme;22;BouakÇ;SantÇ;593469;3854702;18;20,46;Oui;2024-05-01;0,37;14;390;DÇfaut
CLI02543;Martin Schneider;Homme;34;San Pedro;Education;380314;2228128;24;11,89;Non;2022-07-24;0,82;0;707;Actif
CLI02544;Christiane Bonnin;Homme;29;Daloa;Transport;1084006;4541031;18;7,07;Oui;2023-10-02;0,83;0;750;Actif
CLI02545;Louis Gomes-Maury;Femme;42;Yamoussoukro;SantÇ;230110;2909065;12;23,39;Oui;2025-11-02;0,25;7;650;DÇfaut
CLI02546;Isaac de la Bazin;Homme;45;Yamoussoukro;Commerce;820502;1422942;24;12,86;Oui;2025-11-30;0,3;13;525;DÇfaut
CLI02547;Thibault Petitjean;Homme;52;Yamoussoukro;SantÇ;463943;2395873;18;23,86;Non;2024-08-04;0,34;9;487;DÇfaut
CLI02548;Alice Guillaume;Femme;41;BouakÇ;Agriculture;889296;3986452;24;10,2;Non;2025-06-04;0,59;3;666;En retard
CLI02549;William Gaudin;Femme;57;Abidjan;Transport;683935;3133720;6;5,43;Non;2023-11-25;0,55;2;737;En retard
CLI02550;Constance-Marianne Perrier;Homme;57;Daloa;Commerce;958301;2792999;24;15,68;Oui;2025-05-13;0,47;1;831;En retard
CLI02551;Emmanuel Leduc;Femme;29;Daloa;Commerce;1018077;3555520;24;8,59;Non;2022-12-15;1,14;0;702;SoldÇ
CLI02552;Eugäne Le Rocher;Femme;58;Yamoussoukro;Transport;531959;2209232;18;22,33;Oui;2024-12-10;0,18;15;355;DÇfaut
CLI02553;Jeannine-Denise Humbert;Femme;21;Yamoussoukro;Immobilier;470167;1286013;12;10,85;Oui;2025-05-23;0,64;5;708;En retard
CLI02554;Franáois Baron;Femme;57;Abidjan;Agriculture;1052325;1198738;18;7,32;Non;2023-07-18;0,67;1;788;En retard
CLI02555;êmilie Blanchard;Homme;62;BouakÇ;Transport;1190860;1173690;6;10,85;Oui;2023-12-07;0,71;2;732;En retard
CLI02556;Anne Bigot;Homme;65;San Pedro;Transport;197650;4809578;18;11,33;Non;2023-04-04;0,89;0;693;Actif
CLI02557;Thibaut Pottier;Femme;21;BouakÇ;Commerce;909264;1703649;24;17,6;Non;2025-03-16;0,84;0;668;Actif
CLI02558;Denise Adam;Homme;25;Korhogo;Immobilier;370074;1321282;6;21,43;Non;2024-04-03;1,03;0;723;SoldÇ
CLI02559;Luc Gallet du Le Goff;Homme;45;San Pedro;SantÇ;610846;4606163;12;9,09;Non;2023-09-23;0,93;0;728;Actif
CLI02560;Victor-Franck Antoine;Femme;22;San Pedro;Commerce;1148517;1445743;36;17,11;Oui;2023-04-17;0,65;1;817;En retard
CLI02561;Guy Guillet;Femme;61;Korhogo;Immobilier;610987;2449479;24;22,53;Oui;2025-06-28;0,76;0;696;Actif
CLI02562;Noâl Bourdon-Marchand;Femme;38;Korhogo;Agriculture;189048;1003991;12;7,91;Oui;2026-02-23;0,78;0;712;Actif
CLI02563;Gilles Bodin;Femme;24;Yamoussoukro;Education;81917;699658;6;22,98;Non;2026-01-21;0,42;7;524;DÇfaut
CLI02564;Paul Maillot;Homme;55;Yamoussoukro;SantÇ;182314;1868122;36;19,67;Non;2023-07-27;0,73;1;689;En retard
CLI02565;Odette-AurÇlie Foucher;Homme;24;Abidjan;SantÇ;671072;565361;18;9,84;Non;2022-05-07;0,48;4;645;En retard
CLI02566;AndrÇ Morin;Homme;42;Yamoussoukro;Transport;480413;4432550;6;10,49;Non;2021-06-11;0,81;0;687;Actif
CLI02567;Laurence Chevallier;Femme;43;San Pedro;Education;1140500;468916;12;5,84;Oui;2024-06-18;0,8;0;769;Actif
CLI02568;GrÇgoire Joly;Femme;45;Abidjan;Commerce;671045;3802884;6;14,74;Non;2022-04-29;1;0;755;SoldÇ
CLI02569;AimÇe Henry;Homme;30;San Pedro;SantÇ;1050120;911572;24;22,95;Oui;2022-12-10;0,68;5;730;En retard
CLI02570;Anouk Munoz du Lagarde;Homme;48;Abidjan;Commerce;275892;945090;18;15,32;Non;2025-05-03;0,53;5;608;En retard
CLI02571;Lucy Leroux;Femme;45;San Pedro;Commerce;999686;3038423;36;19,72;Oui;2023-11-18;0,67;2;731;En retard
CLI02572;StÇphanie Fernandes;Femme;23;Yamoussoukro;Immobilier;752866;285584;18;24,39;Oui;2023-12-17;0,69;3;654;En retard
CLI02573;Michelle Georges;Homme;58;Yamoussoukro;Agriculture;809342;3589841;18;13,79;Oui;2024-07-18;0,26;11;513;DÇfaut
CLI02574;êlise Leleu;Homme;58;San Pedro;SantÇ;1147827;1418135;18;8,18;Oui;2022-09-28;0,54;2;758;En retard
CLI02575;Charles Boyer;Femme;42;Korhogo;Transport;170836;608143;18;15,79;Non;2021-06-30;0,39;12;575;DÇfaut
CLI02576;CÇcile de Martins;Homme;21;BouakÇ;Transport;504450;104191;12;20,77;Non;2022-09-10;0,48;2;664;En retard
CLI02577;Gilbert Boulay;Femme;48;Yamoussoukro;Agriculture;545522;2189483;18;6,39;Oui;2021-05-17;0,51;1;771;En retard
CLI02578;Lucie Gallet;Femme;40;Korhogo;Education;974370;943347;12;5,09;Oui;2025-02-08;0,7;2;787;En retard
CLI02579;êdouard Simon du Pruvost;Femme;29;San Pedro;Transport;96720;3880909;12;16,11;Oui;2022-10-25;0,89;0;682;Actif
CLI02580;Yves Denis;Femme;50;BouakÇ;Commerce;323172;1063935;36;10,85;Non;2024-02-24;0,45;4;712;En retard
CLI02581;Isaac Dos Santos Le Leroux;Homme;21;BouakÇ;Agriculture;1008168;745786;12;6,46;Non;2024-01-24;1,01;0;808;SoldÇ
CLI02582;AimÇe Rey;Femme;64;Daloa;SantÇ;688734;4150853;12;22,77;Non;2025-11-24;1,16;0;742;SoldÇ
CLI02583;Inäs du Perrot;Femme;65;Abidjan;SantÇ;1017500;3989718;6;20,15;Non;2024-06-20;1,02;0;759;SoldÇ
CLI02584;Franáois-Guy Lambert;Femme;27;San Pedro;Transport;868944;3109867;36;13,69;Non;2024-05-18;0,95;0;804;Actif
CLI02585;Suzanne Perez;Femme;23;Abidjan;Education;871942;4445757;12;8,9;Oui;2024-02-22;0,96;0;786;Actif
CLI02586;GÇrard Michaud;Femme;30;San Pedro;Education;418641;2411803;12;24,73;Oui;2024-07-20;0,52;3;632;En retard
CLI02587;êdith Tessier;Homme;65;Korhogo;SantÇ;462308;1116897;6;16,59;Oui;2022-01-17;0,94;0;682;Actif
CLI02588;AndrÇ Couturier;Homme;50;Yamoussoukro;Transport;124566;3085382;18;14,56;Oui;2021-06-01;0,37;6;553;DÇfaut
CLI02589;Benjamin Guillou;Homme;26;Abidjan;Commerce;769445;361568;6;5,88;Non;2024-02-18;0,54;2;701;En retard
CLI02590;Joseph Masse;Homme;29;Yamoussoukro;Education;921641;2974680;36;16,44;Non;2024-02-20;0,33;10;559;DÇfaut
CLI02591;êtienne-Denis Mace;Femme;56;San Pedro;Commerce;506367;1901005;18;10,78;Non;2022-05-31;0,65;2;741;En retard
CLI02592;CÇcile Bousquet;Homme;27;BouakÇ;SantÇ;674936;4835323;24;14,44;Non;2021-08-24;0,2;10;500;DÇfaut
CLI02593;Christiane du Leclercq;Femme;61;San Pedro;SantÇ;892307;2429270;12;21,25;Oui;2021-08-16;0,13;9;583;DÇfaut
CLI02594;Marcelle Imbert;Homme;63;Korhogo;Immobilier;934942;3600751;18;7,93;Non;2025-10-09;0,67;3;699;En retard
CLI02595;Philippine Blin-Robert;Femme;58;Abidjan;Education;429062;4228029;12;10,8;Oui;2025-05-26;0,14;6;614;DÇfaut
CLI02596;Mathilde Turpin;Femme;63;Abidjan;Education;184080;774446;18;18,33;Non;2024-03-11;0,51;1;600;En retard
CLI02597;Marianne Bernard;Homme;56;Daloa;Agriculture;788670;2397160;12;21,48;Non;2025-05-12;0,65;1;710;En retard
CLI02598;Alfred Laroche;Homme;62;San Pedro;Education;495545;2016891;18;22,97;Oui;2024-09-25;1,03;0;737;SoldÇ
CLI02599;Guy Rolland;Homme;21;Abidjan;Education;267504;538321;6;19,45;Oui;2024-06-28;0,75;0;769;Actif
CLI02600;Pauline Rodrigues;Femme;54;Korhogo;SantÇ;318987;79792;18;22,07;Oui;2026-05-05;0,68;1;691;En retard
CLI02601;Alexandrie Delahaye;Homme;42;Korhogo;SantÇ;664432;590804;18;15,88;Oui;2025-02-05;1,14;0;685;SoldÇ
CLI02602;Gabrielle Tanguy;Homme;60;San Pedro;Commerce;562586;464136;18;19,13;Non;2023-09-18;0,8;0;776;Actif
CLI02603;Nathalie Bouchet de Humbert;Homme;47;BouakÇ;SantÇ;906085;1479365;36;23,32;Oui;2023-12-08;0,13;7;610;DÇfaut
CLI02604;StÇphane Laporte;Femme;54;Abidjan;Immobilier;220047;2975863;36;11,06;Non;2025-11-26;0,6;3;584;En retard
CLI02605;Suzanne Pages;Homme;25;Abidjan;Education;265130;354807;18;18,62;Oui;2023-12-07;1,14;0;697;SoldÇ
CLI02606;William Rodrigues;Femme;52;Korhogo;Education;505308;3806960;36;15,08;Oui;2025-10-29;1,18;0;705;SoldÇ
CLI02607;Franáois Olivier;Homme;40;Daloa;Commerce;373456;3591592;36;9,66;Non;2021-09-23;1,2;0;677;SoldÇ
CLI02608;Martine Lejeune;Homme;46;San Pedro;Agriculture;1098842;3633116;24;18,8;Non;2026-02-10;0,21;13;425;DÇfaut
CLI02609;Tristan De Sousa;Homme;47;Abidjan;Commerce;575321;3677588;36;15,52;Non;2025-10-18;0,83;0;756;Actif
CLI02610;Charles-Guy Michel;Femme;61;San Pedro;Transport;418616;3907838;24;8,44;Non;2022-12-15;0,27;12;513;DÇfaut
CLI02611;Dominique Brunel;Homme;57;BouakÇ;Education;488349;3804290;24;6,71;Oui;2024-11-27;0,53;3;676;En retard
CLI02612;Bertrand-Adrien Vaillant;Homme;50;BouakÇ;Immobilier;691181;4921937;36;9,84;Oui;2022-01-12;0,45;5;574;En retard
CLI02613;Claire Martineau-Becker;Femme;60;San Pedro;Immobilier;1079547;4078815;24;8,05;Non;2022-05-01;0,45;5;659;En retard
CLI02614;Marie Leliävre-Seguin;Homme;56;Abidjan;SantÇ;474182;4722821;18;24,19;Oui;2025-06-04;0,69;3;639;En retard
CLI02615;AurÇlie Julien;Femme;28;BouakÇ;Education;1004459;967381;24;11,59;Oui;2021-12-08;0,71;2;774;En retard
CLI02616;Charles Guillon;Femme;46;Korhogo;Transport;815930;828568;36;15,66;Non;2025-01-20;0,19;7;660;DÇfaut
CLI02617;LÇon Guilbert Le Weiss;Homme;24;Korhogo;Transport;837199;415633;6;19,37;Oui;2022-06-27;0,3;10;550;DÇfaut
CLI02618;AndrÇ Lopes;Femme;43;Abidjan;Commerce;1051097;467664;12;17,85;Oui;2023-05-10;0,95;0;803;Actif
CLI02619;Margaud Ledoux;Homme;30;Yamoussoukro;Agriculture;792812;160668;6;17,87;Non;2023-02-02;0,53;1;775;En retard
CLI02620;AurÇlie Bonnin;Homme;46;Korhogo;Agriculture;802740;1301872;12;8,24;Non;2022-05-12;1,04;0;825;SoldÇ
CLI02621;TimothÇe-Alexandre Moulin;Homme;61;Abidjan;Agriculture;112877;3274931;12;22,73;Oui;2021-06-22;0,12;13;446;DÇfaut
CLI02622;Olivier Blanchard de la Moulin;Femme;32;Yamoussoukro;Agriculture;887182;3602361;12;10,19;Non;2024-06-28;0,99;0;784;Actif
CLI02623;Diane Ribeiro-Boutin;Femme;61;Daloa;Immobilier;684567;258730;18;14,9;Oui;2022-12-08;0,96;0;769;Actif
CLI02624;Philippine Peltier Le Gillet;Femme;46;BouakÇ;Immobilier;850658;3472608;24;10,11;Non;2025-06-12;0,89;0;806;Actif
CLI02625;Aurore Perez;Femme;37;Korhogo;Education;861561;1886013;18;11,61;Non;2024-03-03;0,17;12;543;DÇfaut
CLI02626;êlÇonore Gauthier-Lefebvre;Femme;43;Daloa;Immobilier;1158173;1716201;18;15,13;Oui;2025-11-30;0,97;0;764;Actif
CLI02627;SÇbastien Moulin Le Valette;Femme;61;Korhogo;Immobilier;415588;3543779;24;9,32;Non;2021-11-13;1,18;0;762;SoldÇ
CLI02628;Benoåt-TimothÇe Poirier;Homme;30;BouakÇ;Agriculture;141443;3914826;24;12,3;Non;2025-09-14;0,62;5;602;En retard
CLI02629;Jeannine Delorme-Ferreira;Femme;60;Korhogo;SantÇ;538108;2162438;18;9,88;Non;2024-10-01;1,17;0;714;SoldÇ
CLI02630;Jean Blin;Femme;55;Abidjan;Immobilier;146424;3036605;6;20,26;Non;2022-07-16;0,97;0;665;Actif
CLI02631;Philippine Coulon;Homme;59;San Pedro;Agriculture;446725;4512837;18;13,02;Oui;2023-02-28;0,28;6;591;DÇfaut
CLI02632;Dominique-Agnäs Voisin;Femme;32;Korhogo;Immobilier;491358;4807553;6;18,94;Oui;2022-07-03;0,59;4;639;En retard
CLI02633;Richard-Martin GuÇrin;Femme;61;Yamoussoukro;Education;804271;90157;12;16,24;Oui;2022-05-01;0,13;12;547;DÇfaut
CLI02634;Bernard Morvan;Femme;28;Yamoussoukro;Commerce;823120;372554;12;18,78;Non;2022-05-08;0,8;0;791;Actif
CLI02635;Henriette Klein;Homme;56;San Pedro;Education;277579;2664325;12;11,87;Oui;2024-12-08;1,07;0;769;SoldÇ
CLI02636;ZoÇ Gillet;Femme;64;BouakÇ;Commerce;567672;1927344;24;17,41;Non;2024-04-03;1,02;0;780;SoldÇ
CLI02637;AurÇlie Jourdan;Homme;28;Yamoussoukro;Agriculture;378291;2054882;18;16,52;Non;2021-05-31;0,4;8;564;DÇfaut
CLI02638;Julie Millet;Femme;37;Abidjan;SantÇ;392448;4675148;24;21,81;Non;2022-06-22;0,52;2;690;En retard
CLI02639;NoÇmi Martins-Sanchez;Homme;54;Yamoussoukro;Immobilier;842267;4209996;12;15,57;Non;2021-08-23;0,71;3;640;En retard
CLI02640;Alain Chauveau;Homme;37;Yamoussoukro;Commerce;984688;393746;36;21,48;Oui;2025-01-02;0,79;0;810;Actif
CLI02641;Olivier de Rolland;Homme;51;Daloa;Commerce;718449;2935849;18;11,25;Non;2025-04-08;0,85;0;814;Actif
CLI02642;Aurore Jacquet;Femme;29;San Pedro;Immobilier;1073853;1614282;36;21,9;Oui;2023-04-09;0,56;2;742;En retard
CLI02643;Matthieu Marie de la Colas;Femme;27;San Pedro;Immobilier;374434;778709;18;21,61;Oui;2026-04-14;0,51;4;615;En retard
CLI02644;Benjamin Ferreira;Homme;32;BouakÇ;Commerce;969852;291150;36;10,15;Non;2021-07-03;0,23;13;507;DÇfaut
CLI02645;Pierre Dupuis;Homme;48;Abidjan;Transport;570820;753269;36;21,65;Non;2022-05-02;0,36;9;525;DÇfaut
CLI02646;êric Lamy;Femme;24;BouakÇ;SantÇ;731720;2865106;6;19,25;Oui;2021-10-15;0,89;0;713;Actif
CLI02647;Louis de Charles;Femme;49;Yamoussoukro;Education;557236;888510;12;24,05;Oui;2021-06-15;0,34;9;552;DÇfaut
CLI02648;Luc Boyer-Poulain;Femme;26;San Pedro;Immobilier;691848;1327196;6;7,9;Oui;2023-02-07;0,77;0;699;Actif
CLI02649;Claire Perez;Femme;23;BouakÇ;Transport;383568;4688707;12;20,71;Non;2022-07-02;0,36;9;512;DÇfaut
CLI02650;Gilles Leleu;Femme;44;Daloa;Immobilier;1006025;3225899;24;8,7;Oui;2022-07-22;0,77;0;804;Actif
